1587340800000,7121.40000000,7172.32000000,7082.00000000,7161.16000000,2641.33470200,1587344399999,18834041.60510186,27121,1293.79155800,9224625.75375623,0
1587344400000,7161.16000000,7166.44000000,7130.90000000,7155.63000000,1353.88791900,1587347999999,9678756.50534295,14371,752.19726200,5376796.33997853,0
1587348000000,7155.76000000,7187.00000000,7145.78000000,7173.45000000,1357.08759900,1587351599999,9721588.61552850,15720,699.45259000,5010142.27994375,0
1587351600000,7173.90000000,7184.83000000,7155.00000000,7161.03000000,1506.17914100,1587355199999,10797180.28531818,13787,631.06393600,4523605.63803008,0
1587355200000,7161.55000000,7220.00000000,7161.35000000,7173.57000000,2597.74886700,1587358799999,18692258.02328318,23177,1258.30225400,9054891.79060824,0
1587358800000,7173.74000000,7185.02000000,7154.49000000,7173.29000000,1450.43808600,1587362399999,10402265.46812773,19857,705.48385600,5059655.73725006,0
1587362400000,7173.22000000,7180.88000000,7154.01000000,7167.97000000,1323.53229300,1587365999999,9484476.02451735,17061,614.04135900,4400437.00818085,0
1587366000000,7167.95000000,7198.00000000,7156.26000000,7184.94000000,1536.53308900,1587369599999,11024798.20034167,18128,691.31185300,4960697.32685502,0
1587369600000,7185.18000000,7188.32000000,7136.37000000,7150.16000000,1978.18663600,1587373199999,14149904.62709072,22636,868.38491000,6211214.39963288,0
1587373200000,7150.16000000,7158.00000000,7120.00000000,7146.56000000,1751.13168600,1587376799999,12506393.62517353,19671,782.46665400,5588853.35137765,0
1587376800000,7145.90000000,7146.44000000,7015.00000000,7076.45000000,6322.91017200,1587380399999,44763105.63881152,50247,2702.29022900,19128347.14596671,0
1587380400000,7076.45000000,7081.30000000,6955.37000000,6966.55000000,6316.03223300,1587383999999,44287223.08788831,50917,2751.89987600,19302846.42645283,0
1587384000000,6965.42000000,7067.35000000,6912.34000000,7034.11000000,8575.51279300,1587387599999,59895923.11096811,63619,3865.29526600,26995261.25345722,0
1587387600000,7035.05000000,7053.97000000,7008.54000000,7022.81000000,3410.24328000,1587391199999,23974522.54177081,26926,1727.73174400,12143131.35446570,0
1587391200000,7022.81000000,7077.80000000,7010.52000000,7065.64000000,2812.45640700,1587394799999,19811832.26588265,25500,1233.87804200,8692925.42591938,0
1587394800000,7065.74000000,7094.26000000,7052.10000000,7071.40000000,2744.42293100,1587398399999,19415762.28137318,26617,1247.46074000,8824942.22671150,0
1587398400000,7071.40000000,7087.85000000,7026.07000000,7044.73000000,2240.08958300,1587401999999,15797762.35200784,25667,1033.02367200,7285387.79333022,0
1587402000000,7045.66000000,7047.94000000,6837.03000000,6872.59000000,10826.45900200,1587405599999,74989606.98252734,75540,4380.82731300,30377330.90695594,0
1587405600000,6872.58000000,6987.18000000,6825.00000000,6865.85000000,8326.60322000,1587409199999,57391237.16528713,63869,4012.46767400,27675425.57319328,0
1587409200000,6865.92000000,6892.86000000,6766.43000000,6768.88000000,8749.35638600,1587412799999,59639440.24472195,63269,3661.60033400,24975120.40567552,0
1587412800000,6768.94000000,6867.34000000,6751.00000000,6856.94000000,5352.31451800,1587416399999,36520400.84970708,43740,2617.67833200,17864477.88686867,0
1587416400000,6856.95000000,6878.83000000,6825.00000000,6841.83000000,2674.83421100,1587419999999,18339989.55377058,29139,963.58966600,6603956.01213569,0
1587420000000,6841.39000000,6894.32000000,6837.73000000,6875.63000000,1893.71717600,1587423599999,13013787.32942121,20599,786.89425300,5407876.59228947,0
1587423600000,6875.63000000,6883.83000000,6812.51000000,6826.83000000,2408.47944000,1587427199999,16480112.36372583,27996,1146.38256000,7843275.68377561,0
